ad_condition,dual_response,purchased_203,purchased_303,pages_opened,clicked_203,clicked_303,session_duration,num_unique,num_unique_nonad,opened_second_page,genre_rank_purchased,ad_type
3,1,0,0,3,0,0,5.3000002,2,2,1,2,4ad
1,0,0,0,7,0,0,5.7833333,1,1,1,1,3ad
6,0,0,0,1,0,0,4.0666666,1,1,0,3,4ad
5,1,0,0,1,0,0,4.75,1,1,0,1,2ad
3,1,0,0,1,1,0,5.2666669,4,3,0,5,4ad
1,1,0,0,1,0,0,3.8833334,3,3,0,4,3ad
6,1,0,0,7,0,0,6.2666669,4,4,1,2,4ad
5,0,0,0,1,0,0,1.3,1,1,0,4,2ad
1,1,0,0,1,0,0,1.6333333,1,1,0,1,3ad
4,1,0,0,6,1,0,6.4000001,5,4,1,2,3ad
2,1,0,0,1,0,0,.55000001,1,1,0,1,2ad
1,1,0,0,10,0,0,3.9000001,1,1,1,2,3ad
5,1,0,0,1,0,0,25,3,3,0,3,2ad
5,1,0,0,4,0,0,1.4333333,1,1,1,2,2ad
2,1,0,0,1,1,0,7.5166669,2,1,0,3,2ad
6,0,0,0,1,0,0,3.5,1,1,0,4,4ad
2,1,0,0,3,0,0,4.9833331,4,4,1,1,2ad
2,1,0,0,1,0,0,.89999998,2,2,0,2,2ad
6,1,0,0,1,0,0,.33333334,1,1,0,5,4ad
5,1,0,0,1,0,0,1.65,1,1,0,1,2ad
1,1,0,0,1,0,0,3.4333334,3,3,0,4,3ad
2,1,0,0,5,0,0,10.533334,1,1,1,3,2ad
4,1,0,0,1,0,0,.80000001,1,1,0,2,3ad
5,1,0,0,1,0,0,1.9,2,2,0,1,2ad
2,1,0,0,1,0,0,1.6666666,1,1,0,3,2ad
6,1,0,0,1,0,0,2.9000001,1,1,0,5,4ad
3,1,0,0,1,0,0,1.2,1,1,0,4,4ad
1,1,0,0,1,0,0,3.0666666,1,1,0,3,3ad
1,0,0,0,1,0,0,1.8666667,1,1,0,3,3ad
3,1,0,0,10,0,0,6,6,6,1,2,4ad
0,1,0,0,8,0,0,3.8333333,1,1,1,4,1ad
4,1,0,0,1,0,0,.75,1,1,0,2,3ad
1,1,0,0,1,0,0,1.6666666,1,1,0,3,3ad
3,1,0,0,1,0,0,1.3,2,2,0,1,4ad
0,1,0,0,1,0,0,.94999999,1,1,0,2,1ad
2,1,0,0,1,0,0,4.5833335,1,1,0,1,2ad
5,1,0,0,1,0,0,10.416667,1,1,0,4,2ad
5,1,0,0,1,0,0,1.2,1,1,0,,2ad
4,0,0,0,1,0,1,4.4499998,3,2,0,,3ad
4,0,0,0,1,0,0,.64999998,1,1,0,2,3ad
6,1,0,0,1,0,0,1.2666667,1,1,0,2,4ad
2,1,0,0,1,0,0,1.1333333,1,1,0,5,2ad
4,1,0,0,4,0,0,3.8499999,3,3,1,1,3ad
0,0,0,0,10,0,0,4.8499999,7,7,1,2,1ad
4,1,0,0,1,0,0,1.05,1,1,0,4,3ad
2,1,0,0,1,0,0,2.0166667,1,1,0,3,2ad
2,1,0,0,1,0,0,.60000002,1,1,0,1,2ad
3,0,0,0,1,0,0,.91666669,1,1,0,5,4ad
6,1,0,0,1,0,0,24.216667,3,3,0,4,4ad
2,1,0,0,1,0,0,1.65,1,1,0,3,2ad
3,1,0,0,1,0,0,4.2833333,1,1,0,1,4ad
3,0,0,0,13,0,0,9.416667,11,11,1,1,4ad
6,1,0,0,1,0,0,1.0666667,1,1,0,4,4ad
4,1,0,0,1,0,0,2.0833333,1,1,0,5,3ad
4,0,0,0,1,0,1,3.7666667,3,2,0,5,3ad
3,0,0,0,10,0,0,2.5,1,1,1,1,4ad
2,1,0,0,1,0,0,4.4333334,2,2,0,4,2ad
6,0,0,0,1,0,0,13.716666,1,1,0,1,4ad
5,1,0,0,1,0,0,1.1833333,1,1,0,3,2ad
5,0,0,0,10,0,0,2.3833334,1,1,1,3,2ad
4,1,0,0,1,0,0,1.55,1,1,0,5,3ad
5,1,0,0,1,0,0,1.8166667,2,2,0,2,2ad
3,1,0,0,1,0,0,1.6833333,1,1,0,1,4ad
3,1,0,0,1,0,0,4.6500001,1,1,0,3,4ad
2,0,0,0,1,0,0,2.0166667,1,1,0,2,2ad
6,1,0,0,4,0,0,6.8166666,1,1,1,2,4ad
2,0,0,0,1,0,0,.96666664,1,1,0,2,2ad
3,1,0,0,4,0,0,3.5833333,4,4,1,2,4ad
2,1,0,0,1,0,0,2.5333333,1,1,0,2,2ad
5,1,0,0,1,0,0,5.7166667,1,1,0,4,2ad
2,1,0,0,10,1,0,5.8833332,3,2,1,2,2ad
2,1,0,0,1,0,0,.28333333,1,1,0,4,2ad
4,1,0,0,1,0,0,2.9666667,1,1,0,1,3ad
1,0,0,0,10,0,0,3.3166666,1,1,1,3,3ad
1,0,0,0,1,0,0,14.583333,7,7,0,4,3ad
5,1,0,0,5,0,0,2.7833333,3,3,1,2,2ad
5,1,0,0,1,0,0,1.8166667,1,1,0,3,2ad
5,0,0,0,4,1,0,10.45,4,3,1,5,2ad
4,1,0,0,1,0,0,10.45,1,1,0,4,3ad
2,1,0,0,2,0,0,2.5333333,1,1,1,1,2ad
1,1,0,0,11,0,0,7.25,2,2,1,1,3ad
4,1,0,0,4,0,0,3.6666667,2,2,1,3,3ad
0,1,0,0,1,0,0,2.7833333,1,1,0,5,1ad
3,0,0,0,6,1,0,3.4333334,2,1,1,1,4ad
5,1,0,0,1,0,0,.81666666,1,1,0,5,2ad
5,1,0,0,1,0,0,3.0333333,1,1,0,5,2ad
4,1,0,0,1,0,0,2.6666667,1,1,0,1,3ad
3,1,0,0,7,0,0,6.4499998,2,2,1,1,4ad
5,1,0,0,1,0,0,1.3833333,1,1,0,4,2ad
1,1,0,0,1,0,0,1,1,1,0,3,3ad
2,1,0,0,1,0,0,.56666666,1,1,0,4,2ad
2,0,0,0,1,0,0,1.7166667,1,1,0,3,2ad
5,1,0,0,1,0,0,1.9166666,1,1,0,1,2ad
2,1,0,0,1,0,0,3,1,1,0,2,2ad
1,1,0,0,10,0,0,5.0333333,5,5,1,1,3ad
0,0,0,0,11,0,0,5.1833334,5,5,1,2,1ad
1,0,0,0,1,0,0,11.983334,1,1,0,1,3ad
5,1,0,0,2,0,0,6.5666666,3,3,1,3,2ad
2,0,0,0,1,0,0,1.1333333,1,1,0,5,2ad
6,0,0,0,1,0,0,1.2,1,1,0,2,4ad
1,0,0,0,1,0,0,1.0333333,1,1,0,4,3ad
1,1,0,0,1,0,0,1.0666667,1,1,0,,3ad
4,1,0,0,1,0,0,1.6666666,1,1,0,2,3ad
6,0,0,0,1,0,0,6.7166667,1,1,0,4,4ad
2,1,0,0,1,0,0,2.0999999,1,1,0,5,2ad
5,1,0,0,4,0,0,3.2,2,2,1,3,2ad
4,1,0,0,1,0,0,.69999999,1,1,0,4,3ad
6,1,0,0,1,0,0,1.4833333,1,1,0,5,4ad
2,1,0,0,1,0,0,1.2166667,1,1,0,2,2ad
3,1,0,0,2,0,0,3.5,1,1,1,2,4ad
6,1,0,0,1,0,0,.66666669,1,1,0,2,4ad
5,1,0,0,1,0,0,1.0666667,1,1,0,3,2ad
5,0,0,0,1,0,0,34.433334,1,1,0,3,2ad
1,0,0,0,1,0,0,2.8499999,1,1,0,4,3ad
4,1,0,0,1,0,0,.64999998,1,1,0,3,3ad
6,1,0,0,1,0,0,.98333335,1,1,0,3,4ad
3,1,0,0,1,0,0,12.95,1,1,0,3,4ad
5,0,0,0,1,0,0,.93333334,1,1,0,5,2ad
5,1,0,0,5,0,0,1.5,1,1,1,2,2ad
2,1,0,0,1,0,0,.48333332,1,1,0,5,2ad
5,1,0,0,1,0,0,12.466666,1,1,0,2,2ad
4,1,0,0,8,0,0,3.8499999,1,1,1,2,3ad
6,1,0,0,1,0,0,2.6333334,2,2,0,5,4ad
3,1,0,0,1,0,0,.64999998,1,1,0,1,4ad
2,1,0,0,1,0,0,1.0666667,1,1,0,3,2ad
0,0,0,0,3,0,0,5.9000001,4,4,1,3,1ad
6,0,0,0,1,0,0,5.9166665,1,1,0,4,4ad
4,1,0,0,1,0,0,4.3666668,2,2,0,4,3ad
6,1,0,0,11,0,0,5.6333332,4,4,1,2,4ad
5,1,0,0,1,0,0,8.8833332,3,3,0,5,2ad
2,1,0,0,1,0,0,1.2,1,1,0,4,2ad
1,1,0,0,1,0,0,1.9333333,1,1,0,4,3ad
5,1,0,0,1,0,0,2.9000001,1,1,0,1,2ad
3,1,0,0,12,0,0,2.5166667,1,1,1,2,4ad
3,1,0,0,1,0,0,.89999998,1,1,0,2,4ad
3,1,0,0,1,0,0,2.2666667,2,2,0,3,4ad
0,1,0,0,1,0,0,1.0833334,1,1,0,1,1ad
2,1,0,0,1,0,0,1.3833333,1,1,0,1,2ad
3,0,0,0,10,0,0,3.2333333,3,3,1,2,4ad
2,1,0,0,1,0,0,1.1333333,1,1,0,3,2ad
5,1,0,0,1,0,0,1.05,1,1,0,3,2ad
3,0,0,0,10,0,0,3.2833333,1,1,1,3,4ad
5,1,0,0,1,0,0,1.3333334,1,1,0,1,2ad
5,0,0,0,10,0,0,2.7,1,1,1,1,2ad
4,0,0,0,1,0,0,1.0333333,1,1,0,2,3ad
1,1,0,0,5,0,0,1.6166667,1,1,1,2,3ad
4,0,0,0,1,0,0,1.1333333,1,1,0,2,3ad
3,1,0,0,11,0,0,1.8666667,1,1,1,2,4ad
5,0,0,0,1,0,0,2.3166666,1,1,0,1,2ad
3,0,0,0,3,0,0,3.5,2,2,1,1,4ad
3,1,0,0,1,0,0,3.6833334,2,2,0,1,4ad
3,1,0,0,1,0,0,5.5999999,2,2,0,2,4ad
3,1,0,0,1,0,0,5.6500001,1,1,0,2,4ad
5,1,0,0,1,0,0,1.2666667,1,1,0,4,2ad
1,1,0,0,3,0,0,2.5333333,1,1,1,2,3ad
2,0,0,0,3,0,0,.98333335,1,1,1,2,2ad
1,1,0,0,1,0,0,1.0333333,1,1,0,4,3ad
6,0,0,0,1,0,0,.64999998,1,1,0,5,4ad
6,0,0,0,1,0,0,.73333335,1,1,0,2,4ad
1,1,0,0,1,0,0,2.5,1,1,0,1,3ad
3,1,0,0,1,0,0,1.1,1,1,0,3,4ad
6,1,0,0,4,0,0,2.9666667,1,1,1,2,4ad
5,1,0,0,1,0,0,5.0333333,1,1,0,5,2ad
4,1,0,0,1,0,0,1.0333333,1,1,0,3,3ad
2,0,0,0,1,0,0,.76666665,1,1,0,2,2ad
2,1,0,0,1,0,0,.58333331,1,1,0,2,2ad
2,1,0,0,1,0,0,5.2166667,1,1,0,,2ad
2,1,0,0,1,0,0,1.45,1,1,0,1,2ad
3,1,0,0,1,0,0,3.5333333,1,1,0,1,4ad
4,0,0,0,1,0,0,1.7666667,1,1,0,2,3ad
4,0,0,0,14,0,0,4.0999999,3,3,1,1,3ad
6,1,0,0,10,0,0,2.9166667,1,1,1,3,4ad
3,1,0,0,10,0,0,2.8666666,1,1,1,2,4ad
3,1,0,0,1,0,0,.63333333,1,1,0,3,4ad
4,0,0,0,10,0,0,5.0833335,1,1,1,1,3ad
6,0,0,0,1,0,0,.61666667,1,1,0,2,4ad
6,1,0,0,1,0,0,.93333334,2,2,0,4,4ad
2,0,0,0,10,0,0,4.4333334,1,1,1,1,2ad
2,1,0,0,1,0,0,6,1,1,0,5,2ad
5,1,0,0,1,0,0,1.1166667,2,2,0,2,2ad
1,0,0,0,1,0,0,1.65,1,1,0,,3ad
3,1,0,0,1,0,0,3.5833333,1,1,0,3,4ad
2,1,0,0,1,0,0,.56666666,1,1,0,4,2ad
6,1,0,0,1,0,0,.69999999,1,1,0,5,4ad
4,1,0,0,1,0,0,.71666664,1,1,0,2,3ad
3,0,0,0,1,0,0,1.1333333,1,1,0,2,4ad
6,0,0,0,1,0,0,3.8166666,1,1,0,1,4ad
2,1,0,0,1,0,0,.69999999,1,1,0,2,2ad
3,0,0,0,1,0,0,.80000001,1,1,0,1,4ad
3,1,0,0,1,0,0,14.316667,1,1,0,5,4ad
4,0,0,0,5,0,0,1.7,1,1,1,2,3ad
4,1,0,0,1,0,0,.88333333,1,1,0,4,3ad
5,1,0,0,1,0,0,2.9000001,1,1,0,5,2ad
5,0,0,0,1,0,0,1.0166667,1,1,0,2,2ad
3,1,0,0,1,1,0,.68333334,2,1,0,1,4ad
6,1,0,0,1,0,0,.33333334,1,1,0,2,4ad
5,1,0,0,1,0,0,.58333331,1,1,0,2,2ad
6,0,0,0,1,0,0,1.15,1,1,0,1,4ad
5,1,0,0,1,0,0,.96666664,1,1,0,3,2ad
4,1,0,0,1,0,0,.56666666,1,1,0,1,3ad
3,1,0,0,2,0,0,5.4333334,4,4,1,1,4ad
5,1,0,0,4,0,0,5.9333334,2,2,1,1,2ad
4,1,0,0,1,0,0,1.1833333,1,1,0,4,3ad
3,1,0,0,1,0,0,1.6833333,1,1,0,1,4ad
2,1,0,0,1,0,0,11.916667,2,2,0,1,2ad
2,0,0,0,1,0,0,1.55,1,1,0,4,2ad
1,0,0,0,1,0,0,.80000001,1,1,0,3,3ad
4,1,0,0,1,0,0,.93333334,1,1,0,1,3ad
2,0,0,0,2,0,0,3.9666667,2,2,1,2,2ad
6,1,0,0,1,0,0,4.4833331,1,1,0,4,4ad
0,1,0,0,1,0,0,.89999998,1,1,0,5,1ad
2,0,0,0,1,0,0,3.5333333,3,3,0,4,2ad
4,1,0,0,1,0,0,.58333331,1,1,0,2,3ad
5,1,0,0,10,0,0,5.5500002,4,4,1,1,2ad
2,1,0,0,1,0,0,3.1666667,1,1,0,2,2ad
1,1,0,0,1,0,0,2.7,1,1,0,2,3ad
4,1,0,0,1,0,0,1.1,1,1,0,,3ad
5,1,0,0,1,0,0,.58333331,1,1,0,1,2ad
4,1,0,0,10,0,0,6.6666665,6,6,1,2,3ad
0,0,0,0,6,0,0,2.9166667,1,1,1,1,1ad
5,0,0,0,6,0,0,8.3500004,1,1,1,1,2ad
6,1,0,0,1,0,0,.71666664,1,1,0,5,4ad
5,1,0,0,4,0,0,2.3166666,2,2,1,2,2ad
5,0,0,0,9,0,0,3.5166667,2,2,1,1,2ad
1,1,0,0,6,0,0,5.3333335,1,1,1,2,3ad
0,1,0,0,2,0,0,.85000002,1,1,1,3,1ad
4,1,0,0,2,0,0,2,1,1,1,1,3ad
3,0,0,0,10,0,0,3.5333333,3,3,1,2,4ad
1,1,0,0,12,0,0,7.9000001,4,4,1,1,3ad
2,0,0,0,9,0,0,2.3833334,4,4,1,1,2ad
2,1,0,0,2,0,0,1.7333333,1,1,1,1,2ad
4,1,0,0,7,0,0,3.4666667,2,2,1,1,3ad
2,1,0,0,2,0,0,2.2,4,4,1,2,2ad
6,1,0,0,2,0,0,1.1333333,1,1,1,1,4ad
3,0,0,0,2,0,0,1.8833333,1,1,1,2,4ad
4,1,0,0,2,0,0,1.7833333,1,1,1,1,3ad
4,0,0,0,12,0,0,4.0833335,2,2,1,1,3ad
4,0,0,0,2,0,0,1.45,1,1,1,1,3ad
1,1,0,0,10,0,0,3.3666666,1,1,1,1,3ad
4,1,0,0,11,0,0,8.3166666,4,4,1,2,3ad
3,0,0,0,4,0,0,3.6166666,1,1,1,3,4ad
2,0,0,0,10,0,0,5.1333332,1,1,1,3,2ad
5,0,0,0,2,0,0,1.0666667,1,1,1,2,2ad
6,1,0,0,2,0,0,3.8,1,1,1,1,4ad
6,1,0,0,2,0,0,2.0333333,1,1,1,1,4ad
2,1,0,0,10,0,0,7.5166669,10,10,1,1,2ad
4,1,0,0,2,0,0,2.2166667,2,2,1,2,3ad
2,0,0,0,2,0,0,1.2666667,2,2,1,2,2ad
4,1,0,0,2,0,0,2,2,2,1,2,3ad
0,1,0,0,3,0,0,4.8333335,1,1,1,2,1ad
2,0,0,0,2,0,0,3.0999999,1,1,1,2,2ad
1,0,0,0,2,0,0,4.1500001,1,1,1,1,3ad
4,1,0,0,10,0,0,9.8500004,3,3,1,2,3ad
5,1,0,0,2,0,0,3.4833333,1,1,1,1,2ad
1,0,0,0,8,1,0,6.1833334,7,6,1,2,3ad
1,0,0,0,2,0,0,2.2666667,2,2,1,2,3ad
6,1,0,0,10,0,0,4.3000002,4,4,1,3,4ad
5,0,0,0,10,0,0,4.0833335,1,1,1,1,2ad
4,1,0,0,3,0,0,2.9666667,4,4,1,1,3ad
2,1,0,0,8,0,0,2.7833333,2,2,1,1,2ad
0,0,0,0,2,0,0,1.5833334,1,1,1,1,1ad
4,0,0,0,6,0,0,4.7166667,2,2,1,1,3ad
6,1,0,0,7,0,0,1.55,1,1,1,1,4ad
6,1,0,0,4,0,0,2.6500001,2,2,1,2,4ad
6,1,0,0,2,0,0,3.3833334,3,3,1,1,4ad
6,0,0,0,2,0,0,1.3166667,1,1,1,4,4ad
3,0,0,0,2,0,0,1.4333333,1,1,1,2,4ad
2,1,0,0,2,0,0,1.55,1,1,1,5,2ad
6,0,0,0,2,0,0,1.3166667,1,1,1,2,4ad
1,1,0,0,2,0,0,3.0166667,1,1,1,1,3ad
4,1,0,0,4,0,0,3.5166667,9,9,1,1,3ad
3,0,0,0,2,0,0,.94999999,1,1,1,2,4ad
1,1,0,0,4,0,0,3.3499999,3,3,1,1,3ad
3,1,0,0,10,0,0,2.8499999,3,3,1,2,4ad
4,1,0,0,10,0,0,2.8666666,1,1,1,1,3ad
1,1,0,0,2,0,0,1.3166667,1,1,1,4,3ad
0,1,0,0,2,0,0,1.3666667,1,1,1,1,1ad
5,1,0,0,9,0,0,2.4000001,1,1,1,2,2ad
3,1,0,0,2,0,0,1.5666667,1,1,1,1,4ad
5,1,0,0,9,0,0,3.4833333,4,4,1,2,2ad
2,1,0,0,2,0,0,7.9333334,1,1,1,1,2ad
3,0,0,0,10,0,0,10.6,15,15,1,3,4ad
0,1,0,0,16,0,0,16.683332,4,4,1,1,1ad
1,0,0,0,2,0,0,.76666665,1,1,1,2,3ad
1,1,0,0,11,0,0,8.6333332,7,7,1,1,3ad
6,1,0,0,2,0,0,3.3499999,1,1,1,1,4ad
5,1,0,0,13,0,0,7.6166668,4,4,1,2,2ad
5,1,0,0,2,0,0,5.6999998,2,2,1,1,2ad
2,0,0,0,2,0,0,1.2166667,1,1,1,1,2ad
2,1,0,0,10,0,0,2.6166666,1,1,1,1,2ad
4,1,0,0,2,0,0,4.8333335,2,2,1,1,3ad
0,0,0,0,2,0,0,3.5,1,1,1,1,1ad
2,1,0,0,10,0,0,3.5333333,2,2,1,2,2ad
1,1,0,0,2,0,0,1.2,1,1,1,1,3ad
6,1,0,0,10,0,0,6.2333331,7,7,1,1,4ad
1,1,0,0,1,0,0,9.4666662,2,2,0,2,3ad
6,0,0,0,2,0,0,1.9666667,1,1,1,2,4ad
4,1,0,0,8,0,0,4.6500001,1,1,1,4,3ad
6,1,0,0,5,0,0,3.9000001,4,4,1,1,4ad
0,1,0,0,2,0,0,1.8666667,2,2,1,1,1ad
6,0,0,0,2,0,0,1.7166667,1,1,1,1,4ad
1,1,0,0,3,0,0,1.3833333,1,1,1,1,3ad
5,1,0,0,3,0,0,1.4666667,1,1,1,2,2ad
4,1,0,0,10,0,0,7.8499999,3,3,1,3,3ad
1,1,0,0,10,0,0,7.5,4,4,1,2,3ad
5,0,0,0,11,0,0,3.6166666,1,1,1,3,2ad
4,1,0,0,2,0,0,4.9166665,1,1,1,1,3ad
2,0,0,0,2,1,0,1.3833333,2,1,1,2,2ad
2,0,0,0,5,0,0,3.8,1,1,1,3,2ad
6,1,0,0,2,0,0,2.2833333,1,1,1,1,4ad
5,0,0,0,2,0,0,2.75,2,2,1,1,2ad
6,0,0,0,6,0,0,4.3499999,7,7,1,2,4ad
4,1,0,0,2,0,0,1.75,2,2,1,4,3ad
0,1,0,0,5,0,0,5.3666668,9,9,1,2,1ad
3,1,0,0,2,0,0,1.7,1,1,1,1,4ad
3,1,0,0,8,0,0,3.0333333,1,1,1,1,4ad
4,0,0,0,2,0,0,1.4,1,1,1,2,3ad
2,0,0,0,2,0,0,3.5,1,1,1,1,2ad
5,1,0,0,2,0,1,1.9333333,2,1,1,1,2ad
1,1,0,0,2,0,0,1.7333333,1,1,1,1,3ad
2,1,0,0,1,0,0,5.3499999,1,1,0,1,2ad
1,1,0,0,5,0,0,2.9833333,1,1,1,2,3ad
6,1,0,0,12,0,1,5.1166668,4,3,1,2,4ad
5,0,0,0,2,0,0,1.9666667,1,1,1,2,2ad
3,1,0,0,6,0,0,2.5833333,1,1,1,1,4ad
2,1,0,0,2,0,0,1.95,1,1,1,,2ad
6,1,0,0,9,0,0,5.1666665,6,6,1,3,4ad
6,1,0,0,10,0,0,4.0999999,4,4,1,2,4ad
3,1,0,0,2,0,0,10.816667,1,1,1,1,4ad
4,1,0,0,3,0,0,1.3,1,1,1,2,3ad
2,0,0,0,2,0,0,.80000001,1,1,1,2,2ad
2,1,0,0,4,0,0,1.8666667,1,1,1,2,2ad
4,1,0,0,7,0,0,5.1500001,1,1,1,1,3ad
3,0,0,0,10,1,0,8.5333338,6,5,1,2,4ad
5,0,0,0,2,0,0,1.0833334,1,1,1,1,2ad
1,1,0,0,2,0,0,4.7166667,1,1,1,1,3ad
4,1,0,0,2,0,0,3.6333334,2,2,1,3,3ad
2,0,0,0,11,0,0,4.4166665,2,2,1,1,2ad
1,0,0,0,2,0,0,4.3333335,1,1,1,2,3ad
5,1,0,0,2,0,0,1.05,1,1,1,1,2ad
4,1,0,0,3,0,0,3.1333334,5,5,1,1,3ad
5,1,0,0,2,0,0,1.25,1,1,1,3,2ad
1,1,0,0,11,0,0,5.1666665,1,1,1,2,3ad
6,0,0,0,2,0,0,10.8,1,1,1,5,4ad
5,1,0,0,1,0,0,1.0166667,1,1,0,4,2ad
2,1,0,0,2,1,0,3.6166666,2,1,1,1,2ad
5,1,0,0,2,0,0,2.1833334,1,1,1,3,2ad
6,0,0,0,1,0,0,2.7833333,0,0,0,1,4ad
2,0,0,0,2,0,0,1.6666666,1,1,1,1,2ad
4,1,0,0,10,0,0,4.9499998,2,2,1,2,3ad
6,1,0,0,3,0,0,4.2166667,2,2,1,1,4ad
5,0,0,0,2,0,0,1.4166666,1,1,1,2,2ad
4,0,0,0,5,0,0,6.6500001,1,1,1,2,3ad
3,1,0,0,11,0,0,5.9000001,5,5,1,4,4ad
4,1,0,0,2,0,0,.85000002,1,1,1,4,3ad
2,1,0,0,2,0,0,1.3833333,1,1,1,2,2ad
3,0,0,0,2,0,0,3.3166666,1,1,1,3,4ad
6,1,0,0,10,0,0,3.2,1,1,1,1,4ad
0,1,0,0,2,0,0,1.7666667,2,2,1,1,1ad
2,1,0,0,5,0,0,3.9000001,4,4,1,1,2ad
3,1,0,0,3,0,0,3.3666666,1,1,1,1,4ad
6,1,0,0,8,0,0,8.2166662,7,7,1,1,4ad
1,1,0,0,2,0,0,10.416667,1,1,1,,3ad
0,1,0,0,2,0,0,.93333334,1,1,1,3,1ad
3,1,0,0,3,0,0,11.816667,2,2,1,2,4ad
1,0,0,0,5,0,0,3.7666667,1,1,1,2,3ad
4,1,0,0,4,0,0,4.0166669,1,1,1,3,3ad
1,0,0,0,2,0,0,1.4333333,1,1,1,4,3ad
5,0,0,0,10,0,0,5.2833333,1,1,1,4,2ad
3,0,0,0,13,0,0,5.1333332,8,8,1,1,4ad
6,1,0,0,2,0,0,4.1999998,1,1,1,1,4ad
3,1,0,0,2,0,0,3.7,2,2,1,1,4ad
4,1,0,0,2,0,0,.78333336,1,1,1,1,3ad
6,1,0,0,2,0,0,1.0166667,1,1,1,1,4ad
1,1,0,0,4,0,0,3.9833333,4,4,1,1,3ad
1,1,0,0,3,0,0,4.2666669,4,4,1,3,3ad
3,0,0,0,6,0,0,2.5833333,1,1,1,2,4ad
1,0,0,0,2,0,0,1.8666667,1,1,1,1,3ad
3,1,0,0,1,0,0,1.5333333,1,1,0,1,4ad
2,1,0,0,10,0,0,2.5166667,1,1,1,5,2ad
6,0,0,0,3,0,0,4.0500002,1,1,1,1,4ad
3,1,0,0,2,0,0,3.8499999,1,1,1,1,4ad
2,1,0,0,5,0,0,3.55,1,1,1,1,2ad
2,0,0,0,2,0,0,5.4166665,2,2,1,5,2ad
0,0,0,0,2,0,0,4.0500002,2,2,1,5,1ad
2,0,0,0,2,0,0,3.2666667,1,1,1,5,2ad
1,0,0,0,2,0,0,1.3333334,1,1,1,2,3ad
6,1,0,0,5,0,0,4.9666667,2,2,1,2,4ad
5,1,0,0,4,0,0,2.5666666,4,4,1,1,2ad
1,0,0,0,2,0,0,2,1,1,1,5,3ad
1,1,0,0,6,0,0,5.9499998,1,1,1,3,3ad
2,1,0,0,2,0,0,1.8333334,2,2,1,2,2ad
1,0,0,0,1,0,0,2.1833334,2,2,0,2,3ad
3,0,0,0,2,1,0,9.6166668,2,1,1,2,4ad
5,1,0,0,1,0,0,1.85,1,1,0,1,2ad
6,1,0,0,3,1,1,3.25,6,4,1,2,4ad
3,1,0,0,2,0,0,7.6333332,1,1,1,3,4ad
4,0,0,0,2,0,0,3.2666667,1,1,1,3,3ad
4,1,0,0,2,0,0,1.6666666,1,1,1,2,3ad
5,1,0,0,5,0,0,15.266666,3,3,1,4,2ad
5,1,0,0,2,0,0,1.4833333,1,1,1,2,2ad
5,1,0,0,2,0,0,2.4833333,3,3,1,3,2ad
6,0,0,0,2,0,0,2.5666666,1,1,1,3,4ad
2,0,0,0,2,0,0,3.1500001,1,1,1,3,2ad
2,0,0,0,2,0,0,3.5166667,1,1,1,5,2ad
1,1,0,0,8,0,0,10.6,5,5,1,2,3ad
1,1,0,0,2,0,0,3.7333333,4,4,1,2,3ad
6,0,0,0,1,0,0,2.5333333,1,1,0,2,4ad
5,1,0,0,2,0,0,1.3666667,1,1,1,5,2ad
3,1,0,0,2,0,0,1.3333334,1,1,1,1,4ad
3,0,0,0,2,0,0,1.4166666,2,2,1,2,4ad
0,1,0,0,12,0,0,7.5666666,10,10,1,1,1ad
2,0,0,0,2,0,0,2.05,2,2,1,2,2ad
2,1,0,0,2,0,0,2.9666667,1,1,1,2,2ad
5,1,0,0,5,0,0,19.733334,14,14,1,1,2ad
1,1,0,0,2,0,0,.85000002,1,1,1,4,3ad
6,1,0,0,5,0,0,7.0833335,5,5,1,1,4ad
6,1,0,0,2,0,0,2.7333333,1,1,1,4,4ad
1,0,0,0,2,0,0,.88333333,2,2,1,2,3ad
4,1,0,0,2,0,0,2.6833334,1,1,1,5,3ad
5,1,0,0,10,0,0,4.3833332,1,1,1,,2ad
2,0,0,0,10,0,0,4.9499998,7,7,1,1,2ad
3,0,0,0,3,0,1,11.683333,20,19,1,1,4ad
6,1,0,0,10,0,0,6.5833335,1,1,1,1,4ad
2,1,0,0,11,0,0,4.5833335,4,4,1,3,2ad
6,1,0,0,2,0,0,.51666665,1,1,1,1,4ad
6,1,0,0,2,0,0,.85000002,1,1,1,1,4ad
1,0,0,0,2,0,0,2.7333333,1,1,1,3,3ad
3,0,0,0,2,0,0,1.0833334,1,1,1,1,4ad
1,1,0,0,8,1,0,6.3000002,5,4,1,2,3ad
2,0,0,0,2,0,0,6.2666669,1,1,1,4,2ad
3,0,0,0,6,0,0,3.6333334,2,2,1,4,4ad
4,1,0,0,2,0,0,3.6833334,1,1,1,1,3ad
1,1,0,0,2,0,0,2.75,1,1,1,1,3ad
6,0,0,0,2,0,0,1.3,1,1,1,1,4ad
2,0,0,0,2,0,0,1.9166666,2,2,1,1,2ad
6,1,0,0,2,0,0,1.8,1,1,1,5,4ad
6,0,0,0,2,0,0,1.5666667,1,1,1,3,4ad
1,0,0,0,2,0,0,6.0999999,1,1,1,2,3ad
1,0,0,0,2,0,0,3.3333333,1,1,1,4,3ad
0,1,0,0,2,0,0,1.75,1,1,1,1,1ad
2,1,0,0,2,0,0,1.1166667,1,1,1,1,2ad
